snapshot_project,snapshot_builder,suggested_match_project,suggested_match_builder,suggested_match_id,method,price_inr,area_sqft,area_type,bhk_config
JP North Euphoria,JP Infra Realty Private Limited,JP North Euphoria,JP Infra Realty Private Limited,ca8e95ec-a644-4812-9a65-c70677c8e76d,fuzzy_match (score=1.00),10400000,506,carpet,2BHK
