rera_certificate_no,builder_name,complaint_count,cases_count,possession_delay_months
P51700047351,SIDDHIDHATA HOSPITALITY PRIVATE LIMITED,0,0,0
P51700045671,AARAMBHA VISION HOMES PRIVATE LIMITED,0,0,0
P51700045970,SHREE GANESH DEVELOPERS,0,0,0
P51700045969,MAHESH BHARAT DIVNALE,0,0,0
P51700047251,BALAJI GROUP BUILDERS & DEVELOPERS,0,0,0
P51700045397,Yashomalhar Construction,0,0,0
P51700045375,ADI ENTERPRISES,0,0,0
P51700045739,Vinay Arun Surve,0,0,0
P51700045607,Harshal Ramdas Navghare,0,0,0
P51700045677,AL ARAAF INFRA PRIVATE LIMITED,0,0,0
P51700046147,Aliakbar Yusuf Zojwalla,0,0,0
P51700045430,ARIHANT SUPERSTRUCTURES LIMITED,0,0,0
P51700048024,QUBA REALTY LLP,0,0,0
P51700045821,MAHESH MANOHAR SALPHALE,0,0,0
P51700045590,Shree Radha Construction,0,0,24
P51700045404,DWARKAMAI BUILDERS & DEVELOPERS,0,0,0
P51700045521,BONZER ORBIT,0,0,0
P51700046772,GHANSHYAM RAMCHAND BATHIJA,0,0,0
P51700045858,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046037,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700045776,ASHAPURA ESTATES,0,0,0
P51700045825,Rohan Satish Dawane,0,0,0
P51700045631,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046157,SHREE JARI MARI DEVELOPERS LLP,0,0,0
P51700046092,AHMAHF REALTY & DEVELOPERS,0,0,0
P51700045479,SHREE JARI MARI DEVELOPERS LLP,0,0,0
P51700045539,RKR REALITY,0,0,0
P51700045724,Sarthi Developers,0,0,0
P51700046415,Atlantic Winds Infrastructures Private Limited,0,0,0
P51700045709,Raymond Limited,0,4,0
P51700046189,K K GROUP,0,0,0
P51700045694,RAJARAM CONSTRUCTION,0,3,0
P51700045644,NISAR AHMED RAMZAN MOMIN,0,0,0
P51700046290,Aditya Associates,0,0,6
P51700045509,ADITYARAJ DEVELOPERS,0,0,0
P51700046286,METRO LIFESCAPES INDIA LLP,0,3,0
P51700045897,ADWAIT REALTY,0,0,0
P51700045690,KOHINOOR BUILDERS & DEVELOPERS,0,0,0
P51700047505,NAYANTARA BUILDERS AND DEVELOPERS,0,0,0
P51700045755,SAIRAJ ENTERPRISES,0,0,0
P51700045743,RAJARAM CONSTRUCTION,0,0,0
P51700046298,Runwal Construction Private Limited,0,0,0
P51700045987,TIRUPATI CONSTRUCTION,0,0,0
P51700047534,ANIL HARDASMAL THARWANI,0,2,0
P51700046173,SATYAM INFRA,0,0,0
P51700046279,Mega Creative LLP,0,0,0
P51700048244,RATNAKAR DHARMA PATIL,0,0,0
P51700046028,RUDRA DEVELOPERS,0,0,37
P51700045862,OMKAR ENTERPRISES,0,0,0
P51700046008,DAVAKHAR INFRASTRUCTURE PRIVATE LIMITED,0,0,0
P51700046010,METRO LIFESCAPES INDIA LLP,0,3,0
P51700046740,SHRI KRUPA DEVELOPERS,0,0,0
P51700047272,VERTICAL REALTORS PRIVATE LIMITED,0,0,0
P51700046846,K M Constructions,0,0,0
P51700047224,SHREEJI INFRA GROUP,0,0,0
P51700045826,Mango Enterprises,0,0,0
P51700046216,PRASHANT CHANDRAKANT SHINDE,0,0,0
P51700045944,RAJ PRITAM CHATURVEDI,0,0,0
P51700046258,SHREE VEDANT KRUPA,0,0,0
P51700045947,ABRAR HAROON KHAN,0,0,0
P51700046158,Jai Bhawani Orchid Infra LLP,0,0,0
P51700045829,Raymond Limited,0,4,0
P51700049104,SAI SIDDHI DEVELOPERS,0,0,0
P51700045956,Amrut Heights LLP,0,0,0
P51700046436,KISHOR NARAYAN PAWAR,0,0,0
P51700046211,SAMARTH KRUPA CONSTRUCTION,0,0,0
P51700045809,Trimity Constructions,0,0,0
P51700045901,ASHTAVINAYAK ENTERPRISES,0,0,0
P51700045978,VEDANT CONSTRUCTION,0,1,0
P51700045890,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046129,PRAKASH DNYANDEO WANKHEDE,0,0,0
P51700045873,MARUTI BUILDCON,0,0,0
P51700046115,MAULI DEVELOPERS,0,0,0
P51700046406,SHREE GANADHISH INFRASTRUCTURE,0,0,0
P51700045936,AAKASH CORPORATION,0,0,0
P51700045872,G K BULDERS,0,0,0
P51700046732,SARVESH CONSTRUCTION,0,0,0
P51700046117,BHANUDAS DASHARATH PATIL,0,0,0
P51700045866,SAMRUDDHI ENTERPRISES,0,0,0
P51700046230,Annapurna Buildcon,0,0,0
P51700046198,RISALI DEVELOPERS,0,0,0
P51700046409,SHIV SAGAR DELEVOPERS AND BUILDERS,0,0,0
P51700046346,ELITE REALTY,0,0,0
P51700046254,AGNETA CONSTRUCTIONS,0,0,0
P51700046293,DEEP LAXMI ASSOCIATES,0,0,0
P51700045795,L&T SEAWOODS LIMITED,0,1,5
P51700046164,SAI CONSTRUCTIONS,0,0,0
P51700045793,L&T SEAWOODS LIMITED,0,1,5
P51700045794,L&T SEAWOODS LIMITED,0,1,0
P51700045802,L&T SEAWOODS LIMITED,0,1,0
P51700047399,MADHUR MANOHAR RAO,0,0,0
P51700047053,ABHILASHA VENTURE,0,0,0
P51700046405,VAISHNAVI DEVELOPERS,0,0,0
P51700047990,Mangesh Dashrath Gaikar,0,0,0
P51700047083,SHREEJI DEVELOPERS,0,0,0
P51700048788,EKTA REALTORS,0,0,0
P51700047102,Geetai Buildcon,0,0,0
P51700046103,REGENCY INC,0,1,0
P51700046381,REGENCY INC,0,1,0
P51700046244,DEVENDRA DAMODAR PATIL,0,0,0
P51700046207,SHUBHAM BUILDERS AND DEVELOPERS,0,0,0
P51700046632,Senwin Divine Ventures,0,0,0
P51700046315,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046119,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046128,Kapstone Constructions Private Limited,0,2,0
P51700046456,QUICK DEVELOPERS,0,0,0
P51700047048,SHREEJI CONSTRUCTION,0,2,0
P51700046344,JAIDEEP CONSTRUCTIONS,0,0,12
P51700046184,Raheja Universal (Pvt.) Ltd.,0,0,0
P51700046336,HARIS BUILDERS AND DEVELOPERS,0,0,0
P51700049500,Gaurivinayak Builders and Developers Pvt Ltd,0,0,0
P51700049074,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046319,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046307,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046522,SHAKTI PYRAMID VENTURES,0,0,0
P51700046339,RAJ GROUP,0,0,0
P51700046320,VVKS DEVELOPERS PRIVATE LIMITED,0,0,0
P51700046302,AMEYA ENTERPRISES,0,0,0
P51700047616,RAJ GROUP,0,0,0
P51700046352,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046311,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046305,PRIDE ENTERPRISES,0,0,0
P51700046312,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046313,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046362,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700046348,SKY TOUCH,0,0,0
P51700047055,SHIVAM DEVELOPERS,0,0,0
P51700046819,Shreeji Infra,0,0,0
P51700049449,MARATHON ENER-GEN,0,3,0
P51700047446,Padma developers,0,0,0
P51700048193,Omkar Shashikant Dahotre,0,0,0
P51700047996,GAJRAJ ENTERPRISES,0,0,0
P51700046447,Shreeram Builders,0,0,0
P51700047627,D A CONSTRUCTION,0,0,0
P51700046454,VIDISHA CONSTRUCTIONS,0,0,0
P51700046572,Raheja Universal (Pvt.) Ltd.,0,0,0
P51700046671,MOHAN ATMARAM SASE,0,0,0
P51700047056,ARYA CONSTRUCTION,0,0,0
P51700046731,SAIDEEP CONSTRUCTIONS,0,1,0
P51700046616,R. S. Enterprises,0,0,0
P51700046637,M/S Sara Realty,0,0,0
P51700048129,SHRI SAI DEVELOPERS,0,0,12
P51700051733,MOHAN HARDASMAL THARWANI,0,0,0
P51700047809,CRYSTAL BUILDERS AND DEVELOPERS,0,0,0
P51700046843,JOSHI ENTERPRISES,0,0,0
P51700046524,SAI DEVELOPERS BADLAPUR,0,0,0
P51700046534,UNNATHI ASSOCIATES,0,5,0
P51700046710,SHREE SAMARTH DEVELOPERS,0,0,0
P51700048145,LEELA MOHAN SURYAWANSHI,0,0,0
P51700047708,SHREEJI ENTERPRISES,0,0,0
P51700046541,Godrej Properties Limited,0,0,0
P51700049157,M/S SHREE GANESH DEVELOPERS,0,0,0
P51700047245,MACROTECH DEVELOPERS LIMITED,0,6,0
P51700046891,LANDMARK INFRA,0,0,0
P51700048013,Om Sai Constructions,0,0,0
P51700047536,THARWANI REALTORS,0,0,0
P51700046993,Joshi & Yash Developers LLP,0,0,0
P51700046757,Suresh Lacchiram Agarwal,0,0,0
P51700047050,Om Swayambhu Siddhivinayak Builders and Developers,0,1,0
P51700047643,SHREENATHJI ORGANISERS PVT LTD,0,0,0
P51700046683,THE IMPRESSIONS,0,0,0
P51700046455,NIRMITEE BUILDERS AND DEVELOPERS,0,0,0
P51700049613,GORAKSH BUILDERS,0,0,0
P51700047438,M/s. Dhiwisha Realty,0,0,0
P51700046663,Dashmesh Infrastructure,0,0,0
P51700046845,VIRAJ ENTERPRISES,0,0,0
P51700046976,SHREEJI DEVELOPERS,0,0,0
P51700046550,Runwal Residency Private Limited,0,0,0
P51700046668,THAKUR CONSTRUCTION,0,0,0
P51700048582,BLUESKY REALTY,0,0,0
P51700047064,SUDAM ZIPA RASAL,0,0,0
P51700047449,GAYATRI DEVELOPERS,0,0,0
P51700047051,A. V. GAJARE,0,0,0
P51700047731,SHARDA INFRA,0,0,0
P51700046932,SQUAREFEET ENTERPRISES,0,2,0
P51700047052,MAYUR ABHIMANYU TANDEL,0,0,0
P51700046917,SHIV SAI INFRA,0,0,0
P51700049586,OM REALITY,0,0,0
P51700047737,Al Araaf Infra Private Limited,0,0,0
P51700046624,LAKHANI BUILDERS PVT LTD,0,0,0
P51700046768,SHIVSHAKTI GENESIS,0,0,0
P51700047057,Jayshree Builders,0,0,0
P51700046747,LAKHANI BUILDERS PVT LTD,0,0,0
P51700049026,Ms Jeevan Enterprises,0,0,0
P51700047779,MACROTECH DEVELOPERS LIMITED,0,1,0
P51700048963,MINAKSHI DEVELOPERS,0,0,0
P51700046892,SHREE SADGURU HOMES,0,0,0
P51700047261,SKYSPACE BUILTEK,0,0,0
P51700049045,BHAWANI SHANKAR BUILDERS & DEVELOPERS,0,0,0
P51700047799,Samir Shrinivas Kale,0,0,0
P51700046696,Vijay Paper Product,0,0,0
P51700046734,Dhruva Woollen Mills Pvt Ltd,0,0,0
P51700046607,Shiv Corporation,0,0,0
P51700046791,THE UNIQUE BUILDERS,0,0,0
P51700046820,SIDDHIVINAYAK GROUP,0,0,0
P51700047443,ABDUL MONAF KHAN,0,0,0
P51700048302,VITTHAL GOVIND BHERE,0,0,0
P51700047806,VARAD INFRA,0,0,0
P51700046687,SHREE KHODIYAR BUILDCON,0,0,0
P51700047776,LAL GEBI INFRA PRIVATE LIMITED,0,0,0
P51700047016,SHREE KHODIYAR BUILDCON,0,0,0
P51700048570,Shree Siddhivinayak Developers,0,0,0
P51700047077,MOHAN NANA ADHIKARI,0,0,0
P51700048026,Shivam Homes,0,0,0
P51700046673,SAI SHRUSHTI ENTERPRISES,0,0,0
P51700046822,SHREE VAKRATUNDA BUILDERS & DEVELOPERS,0,0,0
P51700046975,PINNACLE CREATORS,0,0,0
P51700047899,YUVRAJ CONSTRUCTIONS,0,0,0
P51700049114,ARAMUS VENTURES LLP,0,0,0
P51700049475,PHOENIX ENTERPRISES,0,0,0
P51700054239,JAI BHAWANI ORCHID INFRA LLP,0,0,0
P51700047949,Mangesh Dashrath Gaikar,0,0,0
P51700049730,Impero Buildcon,0,0,0
P51700046857,Abir Ambadas Bhagwat,0,0,0
P51700047049,AMOGH ASSOCIATES,0,0,0
P51700047196,M/s Ekdant Housing,0,0,0
P51700047256,Nirmaan Realty,0,0,0
P51700046767,Paradise Lifestyles Private Limited,0,0,0
P51700047437,MM Landmark Realty LLP,0,0,0
P51700047557,Shree Swami Enterprises,0,0,0
P51700047988,Mangesh Dashrath Gaikar,0,0,0
P51700047117,Vishnu Shyamlal Sachdev,0,0,0
P51700047989,Mangesh Dashrath Gaikar,0,0,0
P51700049797,NEELKANTH REALTORS PVT LTD,0,2,0
P51700047946,V. R. BUILDERS,0,0,0
P51700049741,Mangesh Dashrath Gaikar,0,0,0
P51700048111,Green Homes Construction Company,0,0,0
P51700048509,M/S SHREE SWAMI SAMARTH ENTERPRISES,0,0,0
P51700047303,SHREE GANESH CONSTRUCTION,0,0,0
P51700053551,Raheja Universal (Pvt.) Ltd.,0,0,0
P51700049297,RAMESH KASTURCHAND JAIN TEJAWAT,0,0,0
P51700047914,P G DEVELOPERS,0,0,0
P51700047493,SHREE GANESH ENTERPRISES,0,0,0
P51700047237,CLAY NEST DEVELOPERS,0,0,0
P51700048150,AARAV GROUP,0,0,0
P51700048358,Deepali Infraprojects,0,0,0
P51700047127,PRABHA BUILDERS AND DEVELOPERS,0,0,0
P51700047447,NISHI ENTERPRISES,0,0,0
P51700047249,Ranas Construction,0,0,0
P51700047140,Riddhish Realtors LLP,0,1,0
P51700047833,PRASHANT TUKARAM BAEET,0,0,0
P51700048078,VPA DEVELOPERS,0,0,0
P51700047011,EMPIRE INDUSTRIES LTD,0,0,0
P51700047350,GRAND GALAXY SUPERSTRUCTURES PRIVATE LIMITED,0,0,0
P51700047894,MOHD RIZWAN GULAM RASOOL SHAIKH,0,0,0
P51700049194,VEENA DEVELOPERS,0,0,0
P51700047231,LANDMARK REALTY,0,0,0
P51700047152,Raymond Limited,0,9,0
P51700048128,PRIISM INFRAA,0,0,0
P51700047461,AVADHUT ENTERPRISE,0,0,0
P51700048085,Balaji Developers,0,0,0
P51700048716,Jayawant Balaram Bhoir Patil,0,0,0
P51700047693,SERENITY INFRA,0,0,0
P51700047450,Riddhi Siddhi Developers,0,0,0
P51700047233,Ramesh Nanalal Jain,0,0,12
P51700047807,KANISHKA DREAM HOMES,0,0,0
P51700047810,SANGLE ENTERPRISES PRIVATE LIMITED,0,0,0
P51700048152,ANJANA SAHEBRAO CHAVAN,0,0,5
P51700047448,Manish Prakash Mutha,0,0,0
P51700048126,M/S SHIV ENTERPRISES,0,0,0
P51700048379,RAVINDRA MATYA PATIL,0,0,0
P51700047364,MOHAN RATARAM CHOUDHARY,0,0,0
P51700047747,Vishv Realty,0,0,0
P51700047811,Sairaj Builders,0,0,0
P51700049030,VIJAY VISHNU PATIL,0,0,0
P51700047354,SHREE SAIRAJ DEVELOPERS,0,0,0
P51700047498,SAI DEEP DEVELOPERS,0,0,0
P51700048764,V TEN REALTY PRIVATE LIMITED,0,0,0
P51700048756,SHAKTI REALTY,0,0,0
P51700047789,Sunita Enterprises,0,0,0
P51700047689,SQUAREFEET REAL ESTATE,0,0,0
P51700047773,Khrushna Infrastructure Builders & Developers,0,0,0
P51700047382,BHAGWATI BUILDERS AND DEVELOPERS,0,0,0
P51700047479,SHREE LAXMI ENTERPRISES,0,0,0
P51700047633,COURTYARD REAL ESTATE PRIVATE LIMITED,0,1,0
P51700047353,VIKAS HARAKCHAND JAIN,0,0,0
P51700047718,VIKAS HARAKCHAND JAIN,0,0,0
P51700047423,VIKAS HARAKCHAND JAIN,0,0,0
P51700049803,VARAD RAJ CONSTRUCTION,0,0,0
P51700047970,BHARTI CONSTRUCTION,0,0,0
P51700049618,YADAV BROS CONSTRUCTION,0,0,0
P51700047653,NAMRATA REALTORS,0,0,0
P51700050371,MANGALYA INFRA,0,0,0
P51700048000,SHUBH KRISHNA REALTORS,0,0,0
P51700047571,MOHAN HARDASMAL THARWANI,0,0,0
P51700048627,Dipti Home Makers Pvt Ltd,0,0,0
P51700047948,CHIMNANI CONSTRUCTIONS,0,0,0
P51700047719,SACHDEV DEVELOPERS (OPC) PRIVATE LIMITED,0,0,0
P51700049846,Jitendra Gangji Dedhia,0,0,0
P51700047950,EKDANT ENTERPRISES,0,0,0
P51700049486,TULSI REALTY,0,0,0
P51700047867,SHREEKANTH DEVELOPERS,0,0,0
P51700048280,M/s. Deepali Infracon LLP,0,0,0
P51700054439,M/S THARWANI REALTORS,0,0,0
P51700047655,COURTYARD REAL ESTATE PRIVATE LIMITED,0,1,0
P51700055028,M/S THARWANI REALTORS,0,0,0
P51700049039,Amara Crest LLP,0,0,0
P51700048346,A STAR DEVELOPERS,0,0,0
P51700049363,YOGESH KISHOR MAHAJAN,0,0,0
P51700048154,M/S MITRA REALITY,0,0,0
P51700048523,Aurum RealEstate Developers Limited,0,0,0
P51700048095,S.K. HOMES BUILDER & DEVELOPERS,0,0,0
P51700048169,VEDANT DEVELOPERS,0,0,0
P51700048112,EMPIRE INDUSTRIES LTD,0,0,0
P51700049874,KIRTIKUMAR VANECHAND DOSHI,0,0,12
P51700048425,Innovative Buildcon,0,0,0
P51700050786,NAKSHATRA DEVELOPERS,0,0,0
P51700048230,SHARDA VASTU NIRMITEE PVT. LTD.,0,0,0
P51700048066,A AND J CONSTRUCTIONS=00,0,0,0
P51700047777,MACROTECH DEVELOPERS LIMITED,0,1,0
P51700052016,JOSHI ENTERPRISES,0,0,0
P51700048202,SAI DEVELOPERS,0,0,0
P51700048207,ROYAL GROUP,0,0,0
P51700048656,Aurum RealEstate Developers Limited,0,0,0
P51700048226,Mahesh Shriram Borkar,0,0,0
P51700048475,ISHWAR LIFESPACE,0,0,0
P51700049720,VASTU SAI BUILDERS AND DEVELOPERS,0,0,0
P51700049361,ISHWAR LIFESPACE,0,0,0
P51700050995,EVEREST EXCELLENT DEVELOPERS,0,0,0
P51700051506,SHIV SAI DEVELOPERS,0,0,0
P51700048306,S S LIFESPACES,0,0,0
P51700048182,SIDDHIVINAYAK ENTERPRISES,0,0,0
P51700048485,VATSALA REALTOR AND DEVELOPERS LLP,0,0,0
P51700049890,MANGALYA SHELTER'S,0,0,0
P51700054370,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700049438,SHUBH REALITY,0,0,0
P51700048175,Runwal Residency Private Limited,0,0,0
P51700048339,GAONDEVI CONSTRUCTION CO,0,0,0
P51700049073,Aditya Associates,0,0,0
P51700048903,NYP DEVELOPERS,0,0,0
P51700048613,ROHIL ENTERPRISES,0,0,0
P51700048896,Shree Developers,0,0,0
P51700049139,YASHASHREE CONSTRUCTIONS,0,0,0
P51700048961,Ganesha Developers,0,0,0
P51700048679,JHALAK CONSTRUCTIONS,0,0,0
P51700051512,JOHN  MATHEW,0,0,0
P51700048966,SAS INFRA,0,0,0
P51700050983,ACE CONSTRUCTION,0,0,0
P51700049320,NOBLE ORGANICS PVT. LTD.,0,0,0
P51700049465,YASH INFRA,0,0,0
P51700048268,Build Green Infraprojects Private Limited,0,0,0
P51700048686,Yuvika Associates,0,0,0
P51700048796,AJ HOMES,0,0,0
P51700048508,KAGVIN VENTURES,0,0,0
P51700048038,Thanekar Construction LLP,0,0,0
P51700048700,HARE KRISHNA GROUP,0,0,0
P51700048955,SURESH PADMAN PATIL,0,0,0
P51700049225,RAI RESIDENCY Private Limited,0,0,0
P51700048200,SHREE SAI BUILDERS,0,0,0
P51700051193,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700048696,SWAMINI BUILDERS AND DEVELOPERS,0,0,0
P51700049444,OM SAI BUILDERS & DEVELOPERS,0,0,0
P51700048292,SAI PROPERTIES,0,0,0
P51700048029,Crystal Krishraj,0,0,0
P51700048090,SAI PROPERTIES,0,0,0
P51700052871,Gaurivinayak Builders and Developers Pvt Ltd,0,0,0
P51700047803,SHREE SIDDHIVINAYAK DEVELOPERS,0,0,0
P51700048094,PHOENIX BUILDCON,0,0,0
P51700047861,JHALAK CONSTRUCTIONS,0,0,0
P51700048248,SHIVAM CONSTRUCTION CO,0,0,0
P51700049787,VIRENDRA ATMARAM SALUNKHE,0,0,0
P51700049294,ARIHANT VATIKA REALTY PRIVATE LIMITED,0,0,0
P51700047906,DEVSHRI INFRA PROJECTS LLP,0,0,0
P51700047512,Runwal Residency Private Limited,0,0,0
P51700048308,SAHEBRAO VITHAL SATRE,0,0,0
P51700048930,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700047739,BHIWANDI DEVELOPERS,0,0,0
P51700049349,Mauli Construction,0,0,0
P51700051714,Shreekrishna Enterprises,0,0,0
P51700048397,SHUBH ENTERPRISES,0,0,0
P51700047665,SATYAM LIFESCAPES LLP,0,0,0
P51700050747,J K ASSOCIATES,0,0,0
P51700047432,Ms ASHAR VENTURES,0,0,0
P51700048164,SUNDER BUILDERS AND DEVELOPERS,0,0,0
P51700052928,MADHUSUDAN LEISURE HOMES,0,0,0
P51700047788,SHUBH ENTERPRISES,0,0,0
P51700048797,PHOENIX REALTY,0,0,0
P51700047995,M/s Neev Infinity,0,0,0
P51700049629,VIKRAM RAMESH KATHOLE,0,0,0
P51700048576,HERAMB ENTERPRISES,0,0,0
P51700047580,TOWER ENGINEERING PRIVATE LIMITED,0,0,0
P51700048294,SHIVA ENTERPRISES,0,0,0
P51700049247,GAJANAN KATHOD SHELAVALE,0,0,0
P51700049740,OM SAI BUILDERS AND DEVELOPERS,0,0,0
P51700048840,M V BUILDCON,0,0,0
P51700047926,MACROTECH DEVELOPERS LIMITED,0,1,0
P51700048322,NANDINI BUILDERS & DEVELOPERS,0,0,0
P51700048053,SHIV SHAKTI DEVELOPERS,0,0,0
P51700050614,SHREE ANANT ENTERPRISES,0,0,0
P51700048491,AARADHANA BUILDERS AND DEVELOPERS LLP,0,0,0
P51700048299,Patel Group & Co,0,0,0
P51700048408,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700047994,RAJNB HOUSING LLP,0,0,12
P51700048104,OM SAI DEVELOPERS,0,0,0
P51700049210,NOBLE ENTERPRISES,0,0,0
P51700049164,M/s Swaminath Infra,0,0,0
P51700048420,COURTYARD REAL ESTATE PRIVATE LIMITED,0,1,0
P51700048453,M K ENTERPRISES,0,0,0
P51700049599,YES ENTERPRISES,0,0,0
P51700048313,Shree Vyankatesh Enterprises,0,0,0
P51700048047,CHIRAG DILIP RAMRAKHYANI,0,0,0
P51700049211,REGENCY NIRMAN LTD,0,0,0
P51700048334,ADRIKA DEVELOPERS PRIVATE LIMITED,0,4,0
P51700049585,SAI SHRADHA DEVELOPERS,0,0,0
P51700048050,BHANUSHALI AND ASSOCIATES,0,0,0
P51700048335,ADRIKA DEVELOPERS PRIVATE LIMITED,0,4,0
P51700048333,ADRIKA DEVELOPERS PRIVATE LIMITED,0,4,0
P51700047951,TARE GROUP BUILDERS AND DEVELOPERS,0,0,0
P51700048819,SHIVSAI HOMES BUILDERS AND DEVELOPERS LLP,0,0,0
P51700047981,SHREE SWAMI SAMARTH CONSTRUCTION,0,0,0
P51700052617,Ganesh Chandrakant Malvankar,0,0,0
P51700048517,VIJAY PRABHAKAR PATIL,0,0,0
P51700049292,MOHAN DEVELOPERS LLP,0,1,0
P51700050151,ELITE ASSOCIATES,0,0,0
P51700048809,PENS BUILDERS & DEVELOPERS LLP,0,0,0
P51700048754,Shaurya Developers,0,0,0
P51700048962,GOVIND OJASS EDIFICE PVT. LTD.,0,0,0
P51700050061,PANVELKAR BHOOMI,0,0,0
P51700049564,VADNERE BUILDER & DEVELOPERS,0,0,0
P51700048435,VINEET INFRASTRUCTURE,0,0,0
P51700048692,SHRI GANESH BUILDER AND DEVELOPERS,0,0,0
P51700049094,MOON STAR DEVELOPERS LLP,0,1,0
P51700048693,KULGAON BADLAPUR MUNICIPAL COUNCIL,0,0,0
P51700048779,MACROTECH DEVELOPERS LIMITED,1,0,0
P51700051972,Shree sant Gajanan Enterprises,0,0,0
P51700048841,RUDRAA BUILDERS,0,0,0
P51700049960,SHRI KRISHNA VASTU,0,0,0
P51700048983,RAJNB HOUSING LLP,0,0,0
P51700048842,AASHUTOSH ENTERPRISE,0,1,0
P51700048439,VISHNU INFRA,0,0,0
P51700049262,SAI CHARAN ENTERPRISES,0,0,0
P51700049276,NYP DEVELOPERS,0,0,0
P51700048443,Omkar Orbit,0,0,0
P51700050457,Rajshila Construction LLP,0,0,0
P51700049154,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700048753,VEDANT CONSTRUCTION,0,0,0
P51700048538,Mellennium Homes,0,0,0
P51700048490,Sai Balaji Enterprises,0,0,0
P51700049701,Mangesh Dashrath Gaikar,0,0,0
P51700049596,HOPE BUILDERS AND DEVELOPERS,0,0,0
P51700048270,Dhruva Woollen Mills Pvt Ltd,0,6,0
P51700048278,Dhruva Woollen Mills Pvt Ltd,0,6,0
P51700049605,Mangesh Dashrath Gaikar,0,0,0
P51700049445,Mangesh Dashrath Gaikar,0,0,0
P51700049142,Anil Dattaram Gaikwad,0,0,0
P51700049404,SHREERAM BUILDCON,0,0,0
P51700050434,MANGALAM ENTERPRISES,0,0,6
P51700049059,Synergy Developers,0,0,0
P51700048857,PAWAN ENTERPRISES,0,0,0
P51700049216,SHARVI ENTERPRISES,0,0,0
P51700051494,Haware Finance Pvt Ltd,0,4,0
P51700049097,SAIRAJ ENTERPRISES,0,0,10
P51700049915,PRADEEP SHYAM KHARBADE,0,0,0
P51700049457,Gayasuddin Riyazuddin Khan,0,0,0
P51700052138,Chintamani Developers,0,0,0
P51700048307,RAUNAK AVENUE REALTY,0,0,0
P51700050005,Suprabhat Cooperative Housing Society Limited,0,0,0
P51700048885,Faisal Constructions,0,0,0
P51700048590,Trimity Realty LLP,0,0,0
P51700048795,Sai Infrastrcuture,0,0,0
P51700048991,ISHWAR BUILDCON,0,0,0
P51700049309,SHREE VASTUNIRMAN DEVELOPERS,0,0,0
P51700048407,VENUS NIRVANA LLP,0,0,0
P51700048585,JAI MALHAR BUILDERS & DEVELOPERS,0,0,0
P51700049321,M/s. Milestone Space,0,1,0
P51700049109,Dalal Realty,0,0,0
P51700049981,ARIHANT SUPERSTRUCTURES LIMITED,0,0,0
P51700049858,OMKAR DEVELOPERS,0,0,0
P51700049171,V N Constructions,0,0,0
P51700048960,Quba Homes LLP,0,0,0
P51700049654,S R DEVELOPERS,0,0,0
P51700049169,OJASS GOVIND INFRA LLP,0,0,0
P51700048703,ASHVATTHA REALTY LLP,0,0,0
P51700049954,APR REALTY,0,0,0
P51700049178,MALHAR DEVELOPERS,0,0,0
P51700049570,Swaminarayan Life Space LLP,0,0,0
P51700049472,OMKAR ENTERPRISES,0,0,0
P51700049317,THARWANI PROPERTIES,0,1,0
P51700050038,Mangesh Dashrath Gaikar,0,0,0
P51700051197,OMKAR INFRASTRUCTURE,0,0,0
P51700049460,SHAKTI REALTY,0,0,0
P51700049601,R A CONSTRUCTION,0,0,0
P51700054555,K RUDRAKSH REALTORS LLP,0,0,0
P51700049096,SANSKRUTI GROUP,0,0,0
P51700049561,Charms Developers,0,0,0
P51700049724,DOSTI ENTERPRISES,0,13,0
P51700049777,Vinayak Deoram Patil,0,0,0
P51700049185,SIDDHIVINAYAK BUILDERS AND DEVELOPERS,0,0,0
P51700048746,MIZAB AHMED NASIR AHMED PUNJABI,0,0,0
P51700049887,OM DIVINE BUILDCON LLP,0,0,0
P51700049910,ARIHANT SUPERSTRUCTURES LIMITED,0,0,0
P51700051135,NOBLE INFRASTRUCTURE BUILDER AND DEVELOPERS,0,0,0
P51700049451,Vishnu Shyamlal Sachdev,0,0,0
P51700050871,KASHINATH KALU BHOIR,0,0,0
P51700050476,NILPADMA DEVELOPERS,0,0,0
P51700048586,Ratnamani Buildcon,0,0,0
P51700048979,Mountain Residency Private Limited,0,0,0
P51700049421,D.D. Associates,0,2,0
P51700050732,SANJAY MAHENDRA GUPTA,0,0,0
